date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:22:52	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:50%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671d23f28181dd03368ae97b_Advithi-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671d23f28181dd03368ae97b_Advithi-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:52	32387/32387	---M--	200	added ('OK')	image/jpeg	etag:%22cc9b7565af412937a40436ecadccb47d%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671d23f28181dd03368ae97b_Advithi-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671d23f28181dd03368ae97b_Advithi-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:53	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:51%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F67e0418c06a4f0bcad83bfef_IMG_2148-o-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/67e0418c06a4f0bcad83bfef_IMG_2148-o-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:53	20287/20287	---M--	200	added ('OK')	image/jpeg	etag:%22ce0357644910239e1caedecd3785233d%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F67e0418c06a4f0bcad83bfef_IMG_2148-o-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/67e0418c06a4f0bcad83bfef_IMG_2148-o-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:54	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:52%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F66fbd913864665c6468bfa5d_Jaspreet-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/66fbd913864665c6468bfa5d_Jaspreet-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:54	12508/12508	---M--	200	added ('OK')	image/jpeg	etag:%224d2c434ed3ae62735b2ac66eda747fe3%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F66fbd913864665c6468bfa5d_Jaspreet-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/66fbd913864665c6468bfa5d_Jaspreet-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:54	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:52%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F670352164de697d7158f8c59_WhatsApp%20Video%202024-08-07%20at%20102900-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/670352164de697d7158f8c59_WhatsApp%20Video%202024-08-07%20at%20102900-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:54	20179/20179	---M--	200	added ('OK')	image/jpeg	etag:%22ad4156c002985cba97a9cea9ab443efc%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F670352164de697d7158f8c59_WhatsApp%20Video%202024-08-07%20at%20102900-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/670352164de697d7158f8c59_WhatsApp%20Video%202024-08-07%20at%20102900-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:55	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:53%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F66fbd06016fab140fb5adf64_Shreemayi%20Reddy-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/66fbd06016fab140fb5adf64_Shreemayi%20Reddy-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:55	20043/20043	---M--	200	added ('OK')	image/jpeg	etag:%229c0d8b808f969aca84ebd4b6931781cf%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F66fbd06016fab140fb5adf64_Shreemayi%20Reddy-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/66fbd06016fab140fb5adf64_Shreemayi%20Reddy-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:56	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:54%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671deeb944e0637ed1d56ad2_AVIS%20HOSPITAL%204K%20DRAFT%202ND%20VIDEO-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671deeb944e0637ed1d56ad2_AVIS%20HOSPITAL%204K%20DRAFT%202ND%20VIDEO-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:56	37881/37881	---M--	200	added ('OK')	image/jpeg	etag:%225ce1678116b772ba4527b24a40043e18%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671deeb944e0637ed1d56ad2_AVIS%20HOSPITAL%204K%20DRAFT%202ND%20VIDEO-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671deeb944e0637ed1d56ad2_AVIS%20HOSPITAL%204K%20DRAFT%202ND%20VIDEO-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:57	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:54%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671deff8377fa0efd1803c6a_Fit%20pod%20reel%201c-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671deff8377fa0efd1803c6a_Fit%20pod%20reel%201c-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:57	21301/21301	---M--	200	added ('OK')	image/jpeg	etag:%22aeed3847d9dedf46fc2595ad3f4e9a4c%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671deff8377fa0efd1803c6a_Fit%20pod%20reel%201c-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671deff8377fa0efd1803c6a_Fit%20pod%20reel%201c-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:57	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:52:55%20GMT	https://www.diveinmedia.in/%22https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671df0b086a14f2696f4ae38_Himanshu%20fitpod%20videoc-poster-00001.jpg%22	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/_https_/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671df0b086a14f2696f4ae38_Himanshu%20fitpod%20videoc-poster-00001.jpg_	(from https://www.diveinmedia.in/)
00:22:58	9769/9769	---M--	200	added ('OK')	image/jpeg	etag:%226d79ae9618101b2bcf68c6c71ff557e6%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421%2F671df0b086a14f2696f4ae38_Himanshu%20fitpod%20videoc-poster-00001.jpg	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/671df0b086a14f2696f4ae38_Himanshu%20fitpod%20videoc-poster-00001.jpg	(from https://www.diveinmedia.in/)
00:22:58	7985/7985	---M--	200	added ('OK')	image/png	etag:%227bb1e9c089590618e4ba9f8b1ccbbf14%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c38af47133329d1f8e_Icon%20-%20influencers.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c38af47133329d1f8e_Icon%20-%20influencers.png	(from https://www.diveinmedia.in/)
00:22:58	10811/10811	---M--	200	added ('OK')	image/png	etag:%2238dc73c35aa162903ab81450edc1de75%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c465bf7bd8f793774f_Icon%20-%20proeven%20techniques.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c465bf7bd8f793774f_Icon%20-%20proeven%20techniques.png	(from https://www.diveinmedia.in/)
00:22:58	10777/10777	---M--	200	added ('OK')	image/png	etag:%226f839fecb3bb0c867920035c430aa839%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c462ffe97078735f01_Icon-%20ai.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c462ffe97078735f01_Icon-%20ai.png	(from https://www.diveinmedia.in/)
00:22:58	7595/7595	---M--	200	added ('OK')	image/png	etag:%2278fab5a4c8ee0f3250d7ab4fe85b5383%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c4d6b2293be44ae61a_Icon%20-%20outstanding%20services.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c4d6b2293be44ae61a_Icon%20-%20outstanding%20services.png	(from https://www.diveinmedia.in/)
00:22:59	7942/7942	---M--	200	added ('OK')	image/png	etag:%22a0aae162096a80a8a8f5677e26d7dc57%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c3edec0d0a3021a1e5_Icon%20-%20quality.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a122c3edec0d0a3021a1e5_Icon%20-%20quality.png	(from https://www.diveinmedia.in/)
00:22:59	42336/42336	---M--	200	added ('OK')	image/png	etag:%22071a043912a568db84805c04acf89cef%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f0267a954c61cd80be31_services-icon-youtube-fg.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f0267a954c61cd80be31_services-icon-youtube-fg.png	(from https://www.diveinmedia.in/)
00:22:59	63673/63673	---M--	200	added ('OK')	image/png	etag:%22d07d65a3f757c5bcec95739b142825a2%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f027df7fb70a755b2f57_services-icon-telegram-fg.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f027df7fb70a755b2f57_services-icon-telegram-fg.png	(from https://www.diveinmedia.in/)
00:22:59	17332/17332	---M--	200	added ('OK')	image/png	etag:%22b4c4b6268e77983236c61853bd4112a7%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0ef0359fff83495a43779_services-icon-instagram-fg.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0ef0359fff83495a43779_services-icon-instagram-fg.png	(from https://www.diveinmedia.in/)
00:22:59	35105/35105	---M--	200	added ('OK')	image/png	etag:%225f01d384329fa547686c948697d76cd0%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0ef0489bce96befef11f0_services-icon-meme-fg.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0ef0489bce96befef11f0_services-icon-meme-fg.png	(from https://www.diveinmedia.in/)
00:23:00	75441/75441	---M--	200	added ('OK')	image/png	etag:%2250767ddbd4ead19db2480b90fc6e7d27%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f026b5f34f758e1aa988_services-icon-celebrity-fg.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f026b5f34f758e1aa988_services-icon-celebrity-fg.png	(from https://www.diveinmedia.in/)
00:23:00	55121/55121	---M--	200	added ('OK')	image/png	etag:%2204459744e0305b6a54716d9657e725c7%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f026700f68001a2c49c4_services-icon-ideation-fg.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63f0f026700f68001a2c49c4_services-icon-ideation-fg.png	(from https://www.diveinmedia.in/)
00:23:00	7220/7220	---M--	200	added ('OK')	image/png	etag:%22d1ac4cb02bc0e640772c7912a0132be3%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/639fdfac406f2f4bb7afd6e4_footer-logo.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/639fdfac406f2f4bb7afd6e4_footer-logo.png	(from https://www.diveinmedia.in/)
00:23:01	39677/39677	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20May%202025%2012:41:47%20GMT	https://www.diveinmedia.in/privacy-policy	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/privacy-policy.html	(from https://www.diveinmedia.in/)
00:23:01	25922/25922	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20May%202025%2013:08:34%20GMT	https://www.diveinmedia.in/cancellations-and-refund	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/cancellations-and-refund.html	(from https://www.diveinmedia.in/)
00:23:02	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=639f4a68882c7f596d68a421	C:/Users/Aakarist/Downloads/kianna/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8cbb9.js	(from https://www.diveinmedia.in/)
00:23:02	41865/41865	---MCZ	200	added ('OK')	text/javascript	etag:W/%225154e20a9d412ca0eb2175c9e8adbc17%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.schunk.4a394eb5af8156f2.js	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.schunk.4a394eb5af8156f2.js	(from https://www.diveinmedia.in/)
00:23:02	172832/172832	---MCZ	200	added ('OK')	text/javascript	etag:W/%2216b817c037cf1895a0ed34919aa12cc4%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.schunk.5d53578d073ac015.js	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.schunk.5d53578d073ac015.js	(from https://www.diveinmedia.in/)
00:23:02	20894/20894	---MCZ	200	added ('OK')	text/javascript	etag:W/%226f926c47f8c44b0fa88586bbbc7da8fd%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.schunk.49678c376db5b660.js	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.schunk.49678c376db5b660.js	(from https://www.diveinmedia.in/)
00:23:02	2054/2054	---MCZ	200	added ('OK')	text/javascript	etag:W/%22615bf93ca5726125ccd1ae130d3bea31%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.0621ce35.29afa662c940e7f0.js	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/js/webflow.0621ce35.29afa662c940e7f0.js	(from https://www.diveinmedia.in/)
00:23:03	5417/5417	---MCZ	200	added ('OK')	application/javascript	etag:W/%221529-tsiph/XLi0qpni/MV2m66lAiihw%22	https://cdn.jsdelivr.net/npm/@srexi/purecounterjs/dist/purecounter_vanilla.js	C:/Users/Aakarist/Downloads/kianna/cdn.jsdelivr.net/npm/@srexi/purecounterjs/dist/purecounter_vanilla.js	(from https://www.diveinmedia.in/)
00:23:03	4180/4180	---MCZ	200	added ('OK')	application/javascript	etag:W/%224180-1748526458000%22	https://crm.zoho.in/crm/javascript/zcga.js	C:/Users/Aakarist/Downloads/kianna/crm.zoho.in/crm/javascript/zcga.js	(from https://www.diveinmedia.in/)
00:23:04	89952/89952	---M--	200	added ('OK')	image/png	etag:%2230cd5d4e1ea35698f0fc47c68339fad4%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/640641eb384a2755dc4d7f75_about-hero-img-3.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/640641eb384a2755dc4d7f75_about-hero-img-3.png	(from https://www.diveinmedia.in/about-us)
00:23:04	156334/156334	---M--	200	added ('OK')	image/png	etag:%22ca8ab9be707b3544d361e79d161014b7%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a615dad6529866c746c4ba_section-2-img-1%20(1).png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a615dad6529866c746c4ba_section-2-img-1%20(1).png	(from https://www.diveinmedia.in/about-us)
00:23:04	165061/165061	---M--	200	added ('OK')	image/png	etag:%22e2c88cbdb013396e86eefd5e2ed07370%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a615da6a740d2ba565930c_section-2-img-2%20(1).png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a615da6a740d2ba565930c_section-2-img-2%20(1).png	(from https://www.diveinmedia.in/about-us)
00:23:04	7963/7963	---M--	200	added ('OK')	image/png	etag:%2291afac8fdcbac24f178083661012f828%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a290b0caaf42a77860_Icon.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a290b0caaf42a77860_Icon.png	(from https://www.diveinmedia.in/about-us)
00:23:05	6304/6304	---M--	200	added ('OK')	image/png	etag:%225776efc7157eae6359e75cd1d4567463%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a28d62e6479bb69f1d_Icon-4.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a28d62e6479bb69f1d_Icon-4.png	(from https://www.diveinmedia.in/about-us)
00:23:06	8207/8207	---M--	200	added ('OK')	image/png	etag:%22c16711f8f72e61d8864f524c186f2ea8%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a21f4b56b43fd11b0d_Icon-2.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a21f4b56b43fd11b0d_Icon-2.png	(from https://www.diveinmedia.in/about-us)
00:23:06	6870/6870	---M--	200	added ('OK')	image/png	etag:%223143b986f0a98e443ab422055c75e82f%22	https://cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a2e473f302c96a8253_Icon-1.png	C:/Users/Aakarist/Downloads/kianna/cdn.prod.website-files.com/639f4a68882c7f596d68a421/63a658a2e473f302c96a8253_Icon-1.png	(from https://www.diveinmedia.in/about-us)
